순번,언어,발행처,BRM,자료명
6490,영어,Italian Institute for International Political Studies,"일반공공행정 / 국정운영,통일·외교 / 외교",Fact vs. Fiction: Understanding Russia’s Influence in the Western Balkans
6491,영어,Danish Institute for International Studies,"산업·통상·중소기업 / 에너지및자원개발,통일·외교 / 외교",Baltic States’ synchronization with the continental grid: The last step towards energy independence?
6492,영어,Danish Institute for International Studies,"일반공공행정 / 국정운영,통일·외교 / 외교",Europe´s migration block crumbles in Niger: Russia’s growing influence in the Sahel and North Africa raises concerns over African migration
6493,영어,Danish Institute for International Studies,"사회복지 / 노인·청소년,통신 / 방송통신",Europe´s teenage jihadists
6494,영어,Danish Institute for International Studies,"국방 / 병무행정,통일·외교 / 외교",EU foreign policy in the next political cycle: Beyond geopolitical Europe
6495,영어,Danish Institute for International Studies,"일반공공행정 / 국정운영,통일·외교 / 외교",8 old and new challenges for UN peacekeeping
6496,영어,Danish Institute for International Studies,"일반공공행정 / 국정운영,통일·외교 / 외교",Future-proofing peacekeeping
6497,영어,Danish Institute for International Studies,"국방 / 병무행정,통일·외교 / 외교",The rise and fall of the Wagner Group: Russia is seeking control over its ‘private’ military companies
6498,영어,Danish Institute for International Studies,"사회복지 / 취약계층지원,통일·외교 / 외교",Situated Polycrises: Somali responses to COVID-19
6499,영어,Institute for Defence Studies and Analyses,"국방 / 병무행정,통일·외교 / 외교","Beyond Abstention: India, the Korean War Legacy and Contemporary Conflicts"
6500,영어,Institute for Defence Studies and Analyses,"일반공공행정 / 국정운영,통일·외교 / 외교",Trump’s Immigration Policies: An Assessment
6501,영어,Institute for Defence Studies and Analyses,"일반공공행정 / 국정운영,통일·외교 / 외교",Ethiopia’s Russian Gambit: A Solution or a Failing Strategy?
6502,영어,Institute for Defence Studies and Analyses,"일반공공행정 / 국정운영,통일·외교 / 외교",South Korea Elects Lee Jae-myung as President: Challenges Ahead
6503,영어,Institute for Defence Studies and Analyses,"산업·통상·중소기업 / 무역및투자유치,통일·외교 / 외교",China and Rare-Earth Elements: Is Trump Blinking on Tariffs?
6504,영어,Institute for Defence Studies and Analyses,"국방 / 병무행정,통일·외교 / 외교",India and the MQ-9B Sky/Sea Guardian Deal
6505,영어,Institute for Defence Studies and Analyses,"국방 / 병무행정,통일·외교 / 외교",Pakistan’s False Conflation of Gaza Crisis with Kashmir
6506,영어,Institute for Defence Studies and Analyses,"국방 / 병무행정,통일·외교 / 외교",From Hostility to Cooperation? China’s Efforts at Mediation between Pakistan and Afghanistan
6507,영어,Institute for Defence Studies and Analyses,"과학기술 / 과학기술연구,통일·외교 / 외교",Tech Deals and Trump’s West Asia Trip
6508,영어,Institute for Defence Studies and Analyses,"국방 / 병무행정,통일·외교 / 외교",Why India’s Defence Start-ups and MSMEs Must Think Civilian Too
6509,영어,Institute for Defence Studies and Analyses,"국방 / 병무행정,통일·외교 / 외교",Balikatan Exercise 2025: Bolstering US–Philippines Defence Cooperation
6510,영어,Institute for Defence Studies and Analyses,"산업·통상·중소기업 / 무역및투자유치,통일·외교 / 외교",Trump’s Tariff War Offers India a Chance to Make Inroads into Africa
6511,영어,Institute for Defence Studies and Analyses,"산업·통상·중소기업 / 무역및투자유치,통일·외교 / 외교",Diplomacy in the Age of Social Media
6512,영어,Institute for Defence Studies and Analyses,"국방 / 병무행정,통일·외교 / 외교",Is Bangladesh Eyeing India’s Northeast? An Emerging Security Dilemma
6513,영어,Institute for Defence Studies and Analyses,"국방 / 병무행정,통일·외교 / 외교",India–Angola Defence Cooperation
6514,영어,Institute for Defence Studies and Analyses,"국방 / 병무행정,통일·외교 / 외교",US–Ukraine Strategic Cooperation in Resource Extraction
6515,영어,International Crisis Group,"일반공공행정 / 국정운영,통일·외교 / 외교",Armenia and Azerbaijan: The Hard Road to a Lasting Peace
6516,영어,International Crisis Group,"일반공공행정 / 국정운영,통일·외교 / 외교",Succession Fever Deepens South Sudan’s Malaise
6517,영어,International Crisis Group,"일반공공행정 / 국정운영,통일·외교 / 외교",Supporting Effective Policing by Lebanon’s Embattled Security Agencies
6518,영어,International Crisis Group,"일반공공행정 / 국정운영,통일·외교 / 외교",Grievance and Flawed Governance in Iran’s Baluchestan
6519,영어,International Crisis Group,"국방 / 병무행정,통일·외교 / 외교",Riding Unruly Waves: The Philippines’ Military Modernisation Effort
6520,영어,International Crisis Group,"일반공공행정 / 국정운영,통일·외교 / 외교",Preventing Unrest in the Run-up to Cameroon’s Presidential Poll
6521,영어,International Crisis Group,"공공질서및안전 / 법무및검찰,일반공공행정 / 국정운영",A Curse of Gold: Mining and Violence in Venezuela’s South
6522,영어,Wilfried Martens Centre for European Studies,"과학기술 / 과학기술연구,산업·통상·중소기업 / 산업·중소기업일반",From Taiwan to Malaysia: The Silicon Alley of the East
6523,영어,Wilfried Martens Centre for European Studies,"일반공공행정 / 국정운영,통일·외교 / 외교",Rethinking Europe’s Middle East Strategy in a Changing World
6524,영어,Wilfried Martens Centre for European Studies,"일반공공행정 / 재정·금융,재정·세제·금융 / 기획재정",Is Draghi Right? Designing the Way Forward
6525,영어,Wilfried Martens Centre for European Studies,"일반공공행정 / 국정운영,통일·외교 / 외교",EU Development Aid and Migration: Clearing up Misconceptions
6526,영어,Demos,"과학기술 / 과학기술연구,일반공공행정 / 국정운영",AI Openness and the UK AI Bill
6527,영어,Demos,"과학기술 / 과학기술연구,일반공공행정 / 국정운영",“It’s tough out there”: An online forum listening exercise revealing how people are talking about financial hardship
6528,영어,Demos,"과학기술 / 과학기술연구,일반공공행정 / 국정운영",Epistemic Security briefing: Addressing platform design to mitigate online harms
6529,영어,Demos,"과학기술 / 과학기술연구,일반공공행정 / 국정운영",Powering Public Service Reform: Making the centre work to liberate people and places
6530,영어,UK Northern Ireland Office,"과학기술 / 과학기술연구,일반공공행정 / 국정운영",Public sector use of biometric voice recognition technology: ethical issues
6531,영어,UK Northern Ireland Office,"보건 / 보건의료,사회복지 / 고용노동",JETS (Job Entry Targeted Support) Impact Evaluation
6532,영어,UK Northern Ireland Office,"과학기술 / 과학기술연구,환경 / 환경일반",Aerial monitoring of environmental radioactivity
6533,영어,UK Northern Ireland Office,"산업·통상·중소기업 / 에너지및자원개발,환경 / 환경일반",Environmental Statement 2024
6534,영어,UK Northern Ireland Office,"사회복지 / 주택,산업·통상·중소기업 / 에너지및자원개발",GHG SMETER Project Final Report
6535,영어,UK Northern Ireland Office,"보건 / 보건의료,일반공공행정 / 국정운영","Effective strategies for communicating with the public about chemical, biological, radiological, nuclear, or explosive events"
6536,영어,UK Northern Ireland Office,"산업·통상·중소기업 / 에너지및자원개발,환경 / 환경일반",Public perceptions of net zero technologies: social science research and evidence
6537,영어,UK Northern Ireland Office,"산업·통상·중소기업 / 에너지및자원개발,환경 / 환경일반",Net zero: Investigating the role of site-based regulation in developing a circular economy
6538,영어,UK Northern Ireland Office,"산업·통상·중소기업 / 에너지및자원개발,환경 / 환경일반",The geomechanics of hydrogen storage in salt caverns: environmental considerations
6539,영어,UK Northern Ireland Office,"교육 / 교육일반,일반공공행정 / 국정운영",Evaluation of the Extension of Virtual School Heads’ Duties to Children with a Social Worker
6540,영어,UK Northern Ireland Office,"교육 / 교육일반,일반공공행정 / 국정운영",The home learning environment and attainment
6541,영어,UK Northern Ireland Office,"교육 / 교육일반,일반공공행정 / 국가통계",National behaviour survey: Findings from academic year 2022 to 2023
6542,영어,UK Northern Ireland Office,"사회복지 / 취약계층지원,일반공공행정 / 국정운영",The Kirklees Better Outcomes Partnership: The final report of a longitudinal evaluation of a Life Chances Fund outcomes partnership
6543,영어,UK Northern Ireland Office,"사회복지 / 취약계층지원,일반공공행정 / 국정운영",Mental Health and Employment Partnership: The final evaluation of a Life Chances Fund outcomes partnerships
6544,영어,UK Northern Ireland Office,"사회복지 / 고용노동,일반공공행정 / 국정운영",Insights from the UK-wide survey of the Research and Innovation workforce 2024
6545,영어,UK Environment Agency,"산업·통상·중소기업 / 에너지및자원개발,환경 / 폐기물",Hazard screening and UK risk prioritisation for tyre additives
6546,영어,UK Environment Agency,"공공질서및안전 / 안전관리,환경 / 환경일반",Flame retardant scoping review
6547,영어,World Health Organization,"과학기술 / 과학기술진흥,보건 / 보건의료",Epidemic Intelligence from Open Sources (EIOS) Strategy 2024—2026
6548,영어,World Health Organization,"공공질서및안전 / 안전관리,보건 / 보건의료","Joint External Evaluation of the International Health Regulations (2005) Core Capacities of Kenya: Mission Report, 9–13 September 2024"
6549,영어,World Health Organization,"과학기술 / 과학기술연구,보건 / 보건의료",Cancer Research and Development Landscape: Overview of 1999–2022 Period
6550,영어,World Health Organization,"공공질서및안전 / 안전관리,보건 / 보건의료","Mekong Malaria Elimination Programme Epidemiology Summary, Volume 30, April–June 2025"
6551,영어,World Health Organization,"과학기술 / 과학기술진흥,보건 / 보건의료","Malaria Surveillance, Monitoring and Evaluation: A Reference Manual"
6552,영어,World Health Organization,"보건 / 보건의료,사회복지 / 보육·가족및여성",Strengthening Primary Health Care-Oriented Health Systems to Address Antimicrobial Resistance
6553,영어,World Health Organization,"보건 / 보건의료,환경 / 상하수도·수질","WHO Global Water, Sanitation and Hygiene: Annual Report 2024"
6554,영어,World Health Organization,"농림 / 농업·농촌,보건 / 보건의료",Routine Health Information System and Health Facility Data for Neglected Tropical Diseases: Rabies
6555,영어,World Health Organization,"보건 / 보건의료,사회복지 / 보육·가족및여성",WHO Labour Care Guide: Implementation Resource Package
6556,영어,World Health Organization,"과학기술 / 과학기술연구,보건 / 보건의료",Yaws Eradication: Guidance for Serological Surveys to Assess Interruption of Transmission
6557,영어,World Health Organization,"보건 / 보건의료,산업·통상·중소기업 / 산업금융","The Selection and Use of Essential Medicines, 2025: WHO Model List of Essential Medicines for Children, 10th List"
6558,영어,World Health Organization,"보건 / 보건의료,산업·통상·중소기업 / 산업금융","The Selection and Use of Essential Medicines, 2025: WHO Model List of Essential Medicines, 24th List"
6559,영어,World Health Organization,"보건 / 보건의료,산업·통상·중소기업 / 산업금융","The Selection and Use of Essential Medicines, 2025: Report of the 25th WHO Expert Committee on Selection and Use of Essential Medicines, Executive Summary"
6560,영어,World Health Organization,"보건 / 보건의료,사회복지 / 취약계층지원",Tenth Meeting of the WHO South-East Asia Regional Verification Commission for Measles and Rubella Elimination
6561,영어,World Health Organization,"보건 / 보건의료,통일·외교 / 외교",Seventeenth Biregional Meeting of National Influenza Centres and Influenza Surveillance in WHO’s South-East Asia and Western Pacific Region
6562,영어,World Health Organization,"교통및물류 / 물류등기타,보건 / 보건의료",Routine Health Information System and Health Facility and Community Data for Neglected Tropical Diseases: Last-Mile Logistics Information System for Medicines and Health Products
6563,영어,World Health Organization,"보건 / 보건의료,일반공공행정 / 일반행정",Workload Indicators of Staffing Need (WISN): Software Manual
6564,영어,World Health Organization,"보건 / 보건의료,일반공공행정 / 일반행정",WHO Guidelines for the Treatment of Patients with Cystic Echinococcosis
6565,영어,World Health Organization,"보건 / 보건의료,사회복지 / 취약계층지원",Setting Global Research Priorities for Public Health and Social Measures During Health Emergencies
6566,영어,World Health Organization,"보건 / 보건의료,통신 / 방송통신",Digital Adaptation Kit for Birth Defects Surveillance: Operational Requirements for Implementing WHO Recommendations in Digital Systems
6567,영어,World Health Organization,"보건 / 보건의료,사회복지 / 취약계층지원","Mekong Malaria Elimination Programme Epidemiology Summary, Volume 29, January–March 2025"
6568,영어,World Health Organization,"과학기술 / 과학기술연구,보건 / 보건의료",Respiratory Syncytial Virus Sequencing Considerations for an Expanded Global Influenza Surveillance and Response System
6569,영어,World Health Organization,"보건 / 보건의료,일반공공행정 / 국정운영",Evaluation of WHO 13th General Programme of Work: Executive Summary
6570,영어,World Health Organization,"보건 / 보건의료,일반공공행정 / 국정운영",Joint Evaluation of the Global Action Plan for Healthy Lives and Well-being for All: Report
6571,영어,World Health Organization,"과학기술 / 과학기술연구,보건 / 보건의료",Use of Computer-Aided Detection Software for Tuberculosis Screening: WHO Policy Statement
6572,영어,World Health Organization,"보건 / 보건의료,일반공공행정 / 국민권익·인권",Health Emergencies Learning Glossary: Terminology and Concepts for Capacity-Building Approaches
6573,영어,World Health Organization,"과학기술 / 과학기술연구,보건 / 보건의료",Performance of Certest Biotec’s VIASURE Yellow Fever Real Time PCR Detection Kit: Assessment Report and Recommendations for Use in Surveillance
6574,영어,World Health Organization,"보건 / 보건의료,사회복지 / 취약계층지원",Budgeting and Resource Planning Guidance for Implementing Virtual Interventions as Part of HIV Responses
6575,영어,World Health Organization,"보건 / 보건의료,사회복지 / 취약계층지원",Competency-Based Refractive Error Teams
6576,영어,Asian Development Bank,"과학기술 / 과학기술진흥,산업·통상·중소기업 / 산업진흥·고도화",Leveraging Artificial Intelligence and Cloud Computing to Accelerate Growth in Asia and the Pacific
6577,영어,Asian Development Bank,"산업·통상·중소기업 / 산업진흥·고도화,일반공공행정 / 국가통계",Spatial Heterogeneity in Machine Learning-Based Poverty Mapping: Where Do Models Underperform?
6578,영어,Bank for International Settlements,"일반공공행정 / 재정·금융,재정·세제·금융 / 금융",The Capital Puzzle
6579,영어,Bank for International Settlements,"일반공공행정 / 재정·금융,재정·세제·금융 / 금융",The Liquidity State Dependence of Monetary Policy Transmission
6580,영어,Inter-American Development Bank,"일반공공행정 / 재정·금융,재정·세제·금융 / 세제",Helping Governments to Make Fiscal Policy More Equitable with LAPEF
6581,영어,Inter-American Development Bank,"일반공공행정 / 재정·금융,재정·세제·금융 / 세제",Do Consumers Respond to the Average or Marginal Price of Their Water Bills?
6582,영어,Inter-American Development Bank,"사회복지 / 고용노동,산업·통상·중소기업 / 산업진흥·고도화",The Potential Distributive Impact of AI-driven Labor Changes in Latin America
6583,영어,International Labour Organization,"사회복지 / 고용노동,일반공공행정 / 일반행정",Extending Social Security to Own-Account Workers and Unpaid Family Workers in the Agriculture Sector in Federal Iraq and the Kurdistan Region of Iraq
6584,영어,International Labour Organization,"사회복지 / 고용노동,일반공공행정 / 재정·금융",Trends in Private Sector Social Security Coverage in Iraq (2021–2024)
6585,영어,International Labour Organization,"사회복지 / 고용노동,일반공공행정 / 일반행정",Extending Social Security to Wage Workers in the Manufacturing Sector in Federal Iraq and the Kurdistan Region of Iraq
6586,영어,International Labour Organization,"사회복지 / 고용노동,일반공공행정 / 일반행정",Extending Social Security to Casual Workers in the Construction Sector in Federal Iraq and the Kurdistan Region of Iraq
6587,영어,International Labour Organization,"사회복지 / 고용노동,일반공공행정 / 국민권익·인권",Contribution to the Consultation on the Second Action Plan for the European Pillar of Social Rights (EPSR)
6588,영어,International Monetary Fund,"사회복지 / 고용노동,재정·세제·금융 / 세제",Revisiting the Tax Wedge in Bosnia and Herzegovina
6589,영어,International Monetary Fund,"사회복지 / 주택,재정·세제·금융 / 금융",The Real Estate Market in Bosnia and Herzegovina
6590,영어,International Monetary Fund,"산업·통상·중소기업 / 에너지및자원개발,일반공공행정 / 재정·금융",Promoting Energy Security in Hungary: A Model-based Analysis
6591,영어,International Monetary Fund,"일반공공행정 / 일반행정,재정·세제·금융 / 금융",The Fund’s Income Position For FY 2025—Actual Outcome
6592,영어,International Monetary Fund,"산업·통상·중소기업 / 무역및투자유치,재정·세제·금융 / 금융",Gulf Cooperation Council Diversification: The Role of Foreign Investments and Sovereign Wealth Funds
6593,영어,International Monetary Fund,"산업·통상·중소기업 / 산업·중소기업일반,재정·세제·금융 / 금융",Monetary Policy Transmission in Euroized Countries: Evidence from Emerging Europe
6594,영어,International Monetary Fund,"사회복지 / 취약계층지원,통일·외교 / 외교",Afghan Exodus: Regional Macroeconomic Implications and Policy Challenges
6595,영어,World Food Programme,"사회복지 / 취약계층지원,일반공공행정 / 국민권익·인권",Annual Report of the Ethics Office for 2024
6596,영어,World Food Programme,"농림 / 농업·농촌,사회복지 / 보육·가족및여성",State of School Feeding  Worldwide 2024
6597,영어,Asia-Pacific Economic Cooperation,"보건 / 보건의료,사회복지 / 보육·가족및여성",Roadmap to Accelerate Cervical Cancer Elimination in APEC Economies 2026-2030
6598,영어,Asia-Pacific Economic Cooperation,"보건 / 보건의료,사회복지 / 취약계층지원",Roadmap to Advance Dengue Prevention & Control in APEC Economies 2026 – 2030
6599,영어,World Bank Group,"지역개발 / 지역및도시,환경 / 자연",Uganda Country Climate and Development Report
6600,영어,World Bank Group,"과학기술 / 과학기술연구,산업·통상·중소기업 / 산업진흥·고도화",Forging Viet Nam's Semiconductor Future: A Tech Talent and Innovation Flywheel
6601,영어,World Bank Group,"사회복지 / 기초생활보장,재정·세제·금융 / 세제",Sri Lanka Public Finance Review: Towards a Balanced Fiscal Adjustment
6602,영어,World Bank Group,"교육 / 유아및초·중등교육,사회복지 / 보육·가족및여성","A Girl Can Dream: Analyzing Aspirations, Gender Norms, and Influencers Among Girls and Women in Mozambique"
6603,영어,World Bank Group,"사회복지 / 취약계층지원,산업·통상·중소기업 / 산업·중소기업일반","Fragile and Conflict-Affected Situations: Intertwined Crises, Multiple Vulnerabilities"
6604,영어,World Bank Group,"산업·통상·중소기업 / 산업진흥·고도화,재정·세제·금융 / 세제",The Central African Republic’s Forestry and Mining Revenue Potential
6605,영어,World Bank Group,"사회복지 / 기초생활보장,재정·세제·금융 / 기획재정","Children in Monetary Poor Households: Global, Regional, and Select National Trends in the Progress against Child Poverty"
6606,영어,World Bank Group,"일반공공행정 / 일반행정,재정·세제·금융 / 세제",Algorithms and Bureaucrats: Evidence from Tax Audit Selection in Senegal
6607,영어,World Bank Group,"지역개발 / 지역및도시,사회복지 / 취약계층지원",Beyond Camps and Communities: The Economics of Refugee Relocation in Bangladesh
6608,영어,World Bank Group,"사회복지 / 보육·가족및여성,환경 / 대기",Temperature Anomalies as an Obstacle to Women’s Rights and Economic Empowerment?
6609,영어,World Bank Group,"교육 / 유아및초·중등교육,보건 / 보건의료",An Apple a Day: The Impact of Healthier School Meals on Children in Jordan
6610,영어,World Bank Group,"보건 / 보건의료,재정·세제·금융 / 금융",Social Defaults and Plan Choice: The Case of Spousal Following
6611,영어,World Bank Group,"농림 / 농업·농촌,재정·세제·금융 / 세제","Land Price Effects of Informality, Farm Size, and Land Reform: Evidence from More Than One Million Transactions in Ukraine"
6612,영어,World Bank Group,"사회복지 / 기초생활보장,일반공공행정 / 국가통계",Pakistan Poverty Map 2019–2020
6613,영어,World Bank Group,"사회복지 / 기초생활보장,재정·세제·금융 / 기획재정",Losing to Inflation: Unmasking the Unequal Price Effect of Inflation across Households
6614,영어,World Bank Group,"사회복지 / 기초생활보장,재정·세제·금융 / 기획재정",Poverty Projections for Pakistan: Nowcasting and Forecasting
6615,영어,World Bank Group,"산업·통상·중소기업 / 산업진흥·고도화,환경 / 자연",Impact of Temperature Uncertainty on Firm Growth: A Grid-Level Analysis
6616,영어,World Bank Group,"보건 / 보건의료,환경 / 자연",Conserving Wildlife through Demand Reduction and Supply Alternatives: Two Experiments in Restaurants in Kinshasa
6617,영어,World Bank Group,"농림 / 농업·농촌,사회복지 / 취약계층지원","Crops, Conflict and Climate Change"
6618,영어,World Bank Group,"사회복지 / 고용노동,통일·외교 / 외교",Migrants as Social Protection?: Simulations of a Market for Work Permits
6619,영어,World Bank Group,"농림 / 농업·농촌,산업·통상·중소기업 / 에너지및자원개발",Agricultural Windfalls and Electrification
6620,영어,World Bank Group,"산업·통상·중소기업 / 통상,일반공공행정 / 일반행정",Trade Barriers or Catalysts? Non-Tariff Measures and Firm-Level Trade Margins
6621,영어,World Bank Group,"산업·통상·중소기업 / 산업·중소기업일반,일반공공행정 / 법제",Informality and the Life Cycle of Plants
6622,영어,World Bank Group,"과학기술 / 과학기술연구,일반공공행정 / 국가통계",Improving the Quality of Survey Estimates from Longitudinal Studies: An Application to LSMS Panel Surveys
6623,영어,World Bank Group,"산업·통상·중소기업 / 산업진흥·고도화,재정·세제·금융 / 기획재정",The Changing Landscape of Africa’s Growth
6624,영어,World Bank Group,"사회복지 / 고용노동,일반공공행정 / 일반행정","Gender Barriers, Structural Transformation, and Economic Development"
6625,영어,World Bank Group,"재정·세제·금융 / 금융,환경 / 환경일반",Just Transition Risks in the Banking Sector
6626,영어,World Bank Group,"일반공공행정 / 일반행정,재정·세제·금융 / 세제",Capitalizing on Digital Transformation to Enhance the Effectiveness of Property Institutions: Conceptual Background and Evidence from 85 Countries
6627,영어,World Bank Group,"사회복지 / 고용노동,산업·통상·중소기업 / 산업·중소기업일반",How Organized Is the Informal Sector?: The Role of Business Associations in Microenterprises in West Africa
6628,영어,World Bank Group,"사회복지 / 고용노동,산업·통상·중소기업 / 산업·중소기업일반",Labor History and Contribution Density in the Pension System of the Dominican Republic
6629,영어,Organization for Economic Cooperation and Development,"교통및물류 / 해운·항만,산업·통상·중소기업 / 산업진흥·고도화",Peer Review of the Philippines’ Shipbuilding Industry
6630,영어,Organization for Economic Cooperation and Development,"산업·통상·중소기업 / 통상,일반공공행정 / 국가통계",Towards New Trade in Value-Added (TiVA) Indicators That Account for Modes of Supply in Services Trade
6631,영어,Organization for Economic Cooperation and Development,"산업·통상·중소기업 / 무역및투자유치,재정·세제·금융 / 세제",Tax Policy Reforms 2025: OECD and Selected Partner Economies
6632,영어,Organization for Economic Cooperation and Development,"공공질서및안전 / 안전관리,재정·세제·금융 / 기획재정",Economic Security in a Changing World
6633,영어,Organization for Economic Cooperation and Development,"산업·통상·중소기업 / 공정거래,일반공공행정 / 일반행정",OECD Guidelines for Fighting Bid Rigging in Public Procurement (2025 Update)
6634,영어,Organization for Economic Cooperation and Development,"사회복지 / 사회복지일반,일반공공행정 / 국정운영",Workforce Insights from Central Governments: Findings of the 2024 OECD/EU Survey of Public Servants
6635,영어,Organization for Economic Cooperation and Development,"재정·세제·금융 / 금융,환경 / 환경일반",Scaling Up Biodiversity-Positive Incentives: Delivering on Target 18 of the Global Biodiversity Framework
6636,영어,Organization for Economic Cooperation and Development,"일반공공행정 / 국가통계,통신 / 방송통신",National Statistical Offices as Emerging Trusted Intermediaries in Data Governance
6637,영어,Organization for Economic Cooperation and Development,"교육 / 고등교육,사회복지 / 노인·청소년",Education at a Glance 2025: OECD Indicators
6638,영어,Organization for Economic Cooperation and Development,"교육 / 교육일반,일반공공행정 / 국가통계","Education at a Glance 2025: Sources, Methodologies and Technical Notes"
6639,영어,Organization for Economic Cooperation and Development,"교통및물류 / 물류등기타,산업·통상·중소기업 / 통상","The Digitalisation of Trade Documents and Processes: Going Paperless Today, Going Paperless Tomorrow"
6640,영어,Organization for Economic Cooperation and Development,"교통및물류 / 물류등기타,산업·통상·중소기업 / 통상",Meeting Sustainability Requirements at the Border: Can Digital Tools Help?
6641,영어,Organization for Economic Cooperation and Development,"일반공공행정 / 일반행정,재정·세제·금융 / 기획재정",Strengthening Performance Reporting Practices
6642,영어,Organization for Economic Cooperation and Development,"교통및물류 / 물류등기타,산업·통상·중소기업 / 통상",Digitalising Trade Documents and Processes
6643,영어,Organization for Economic Cooperation and Development,"일반공공행정 / 일반행정,재정·세제·금융 / 세제",Revised BEPS Action 5 Transparency Framework on Tax Rulings
6644,영어,Organization for Economic Cooperation and Development,"농림 / 농업·농촌,산업·통상·중소기업 / 무역및투자유치","Intra-Regional Food Trade in West Africa: New Evidence, New Perspectives"
6645,영어,Organization for Economic Cooperation and Development,"일반공공행정 / 일반행정,통일·외교 / 외교",Strengthening the Slovak Republic’s Capacity Through EU Delegated Co-operation
6646,영어,Organization for Economic Cooperation and Development,"사회복지 / 취약계층지원,재정·세제·금융 / 금융",Supporting Informed and Safe Use of Short-Term Online Credit and Buy Now Pay Later Through Digital Financial Literacy
6647,영어,Organization for Economic Cooperation and Development,"사회복지 / 취약계층지원,재정·세제·금융 / 금융",Supporting Informed and Safe Use of Digital Payments Through Digital Financial Literacy
6648,영어,Organization for Economic Cooperation and Development,"사회복지 / 취약계층지원,재정·세제·금융 / 금융",Improving the Digital Financial Literacy of Crypto-Asset Users
6649,영어,Organization for Economic Cooperation and Development,"지역개발 / 지역및도시,산업·통상·중소기업 / 산업·중소기업일반",Women Entrepreneurship in Remote Areas in Indonesia and the Philippines
6650,영어,Food and Agriculture Organization of the United Nations,"농림 / 농업·농촌,산업·통상·중소기업 / 무역및투자유치","Food Price Monitoring and Analysis (FPMA) Bulletin #7, 11 September 2025: Monthly Report on Food Price Trends"
6651,영어,Food and Agriculture Organization of the United Nations,"농림 / 농업·농촌,사회복지 / 취약계층지원",Driving Behaviour Change in Livestock Farmer Field Schools: A Step-by-Step Facilitator’s Manual for Integrating Social and Behavioural Science to Improve Livestock Health and Production
6652,영어,Food and Agriculture Organization of the United Nations,"농림 / 농업·농촌,사회복지 / 취약계층지원",Recommendations from the First Regional Policy Dialogue on Social Protection for Rural Populations in Africa
6653,영어,Food and Agriculture Organization of the United Nations,"농림 / 농업·농촌,사회복지 / 취약계층지원","Agricultural Inputs and Commodity Price Bulletin in the Syrian Arabic Republic, June 2025 – Issue #42"
6654,영어,Food and Agriculture Organization of the United Nations,"농림 / 농업·농촌,사회복지 / 취약계층지원",Evaluation of the Project “Building Resilience of Syrians under Temporary Protection and Host Communities in Türkiye through Supporting Socio-Economic Integration and Creating Livelihood Opportunities”
6655,영어,Food and Agriculture Organization of the United Nations,"농림 / 임업·산촌,환경 / 자연",Accelerating Innovative Monitoring for Forests (AIM4Forests)
6656,영어,Food and Agriculture Organization of the United Nations,"지역개발 / 지역및도시,농림 / 농업·농촌",Design and Implementation of Family Farming Registers: Guide for Policymakers
6657,영어,Food and Agriculture Organization of the United Nations,"해양수산 / 해양수산·어촌,환경 / 해양환경",Application of a General Methodology to Understand Vulnerability and Adaptability of the Small Pelagic Fisheries in the Benguela Countries
6658,영어,Food and Agriculture Organization of the United Nations,"지역개발 / 수자원,환경 / 상하수도·수질","Report of the Global Workshop on Integrated Water Resources Management (IWRM) and Inland Fisheries: Entebbe, Uganda, 18–20 March 2025"
6659,영어,"United Nations Educational, Scientific and Cultural Organization","지역개발 / 지역및도시,문화체육관광 / 국가유산",African World Heritage: A Remarkable Diversity
6660,영어,"United Nations Educational, Scientific and Cultural Organization","지역개발 / 지역및도시,환경 / 해양환경","Community Perceptions of Coastal Sea-Level Related Hazard Risks: A Survey Implemented by the UNESCO-IOC DG/ECHO CoastWAVE Project Partners in the North-Eastern Atlantic, Mediterranean and Connected Seas (NEAM) Region"
6661,영어,"United Nations Educational, Scientific and Cultural Organization","지역개발 / 지역및도시,환경 / 해양환경","Strengthening the Resilience of Coastal Communities in the Northeast Atlantic, Mediterranean Region to the Impact of Tsunamis and Other Sea Level Related Coastal Hazards (CoastWAVE): External Evaluation of the DG ECHO CoastWAVE Project"
6662,영어,"United Nations Educational, Scientific and Cultural Organization","일반공공행정 / 일반행정,통신 / 방송통신",Assessing Internet Development in Tuvalu: Using UNESCO’s Internet Universality ROAM-X Indicators
6663,영어,"United Nations Educational, Scientific and Cultural Organization","일반공공행정 / 일반행정,통신 / 방송통신",Assessing Internet Development in Tonga: Using UNESCO’s Internet Universality ROAM-X Indicators
6664,영어,"United Nations Educational, Scientific and Cultural Organization","문화체육관광 / 국가유산,일반공공행정 / 일반행정",Safeguarding Culture in Times of Crises: 2024 UNESCO Heritage Emergency Fund Annual Progress Report
6665,영어,"United Nations Educational, Scientific and Cultural Organization","교육 / 유아및초·중등교육,사회복지 / 보육·가족및여성",The Development of Literacy and Numeracy: Insights for Supporting Learning Opportunities in the Early Years
6666,영어,"United Nations Educational, Scientific and Cultural Organization","산업·통상·중소기업 / 산업·중소기업일반,일반공공행정 / 일반행정",Jamaica: Artificial Intelligence Readiness Assessment Report
6667,영어,Statistics Canada,"산업·통상·중소기업 / 산업·중소기업일반,일반공공행정 / 국가통계","Analysis on Expected Use of Artificial Intelligence by Businesses in Canada, Third Quarter of 2025"
